reference-system-code;reference-system-code-label;reference-system-code-ref
NAD83 / UTM zone 18N (EPSG:26918);EPSG:26918;http://www.opengis.net/def/crs/EPSG/0/26918
NAD83 / UTM zone 19N (EPSG:26919);EPSG:26919;http://www.opengis.net/def/crs/EPSG/0/26919
Pulkovo 1995 / 3-degree Gauss-Kruger zone 58 (EPSG:2692);EPSG:2692;http://www.opengis.net/def/crs/EPSG/0/2692
NAD83 / UTM zone 20N (EPSG:26920);EPSG:26920;http://www.opengis.net/def/crs/EPSG/0/26920
NAD83 / UTM zone 21N (EPSG:26921);EPSG:26921;http://www.opengis.net/def/crs/EPSG/0/26921
NAD83 / UTM zone 22N (EPSG:26922);EPSG:26922;http://www.opengis.net/def/crs/EPSG/0/26922
NAD83 / UTM zone 23N (EPSG:26923);EPSG:26923;http://www.opengis.net/def/crs/EPSG/0/26923
NAD83 / Alabama East (EPSG:26929);EPSG:26929;http://www.opengis.net/def/crs/EPSG/0/26929
Pulkovo 1995 / 3-degree Gauss-Kruger zone 59 (EPSG:2693);EPSG:2693;http://www.opengis.net/def/crs/EPSG/0/2693
NAD83 / Alabama West (EPSG:26930);EPSG:26930;http://www.opengis.net/def/crs/EPSG/0/26930
NAD83 / Alaska zone 1 (EPSG:26931);EPSG:26931;http://www.opengis.net/def/crs/EPSG/0/26931
NAD83 / Alaska zone 2 (EPSG:26932);EPSG:26932;http://www.opengis.net/def/crs/EPSG/0/26932
NAD83 / Alaska zone 3 (EPSG:26933);EPSG:26933;http://www.opengis.net/def/crs/EPSG/0/26933
NAD83 / Alaska zone 4 (EPSG:26934);EPSG:26934;http://www.opengis.net/def/crs/EPSG/0/26934
NAD83 / Alaska zone 5 (EPSG:26935);EPSG:26935;http://www.opengis.net/def/crs/EPSG/0/26935
NAD83 / Alaska zone 6 (EPSG:26936);EPSG:26936;http://www.opengis.net/def/crs/EPSG/0/26936
NAD83 / Alaska zone 7 (EPSG:26937);EPSG:26937;http://www.opengis.net/def/crs/EPSG/0/26937
NAD83 / Alaska zone 8 (EPSG:26938);EPSG:26938;http://www.opengis.net/def/crs/EPSG/0/26938
NAD83 / Alaska zone 9 (EPSG:26939);EPSG:26939;http://www.opengis.net/def/crs/EPSG/0/26939
Pulkovo 1995 / 3-degree Gauss-Kruger zone 60 (EPSG:2694);EPSG:2694;http://www.opengis.net/def/crs/EPSG/0/2694
NAD83 / Alaska zone 10 (EPSG:26940);EPSG:26940;http://www.opengis.net/def/crs/EPSG/0/26940
NAD83 / California zone 1 (EPSG:26941);EPSG:26941;http://www.opengis.net/def/crs/EPSG/0/26941
NAD83 / California zone 2 (EPSG:26942);EPSG:26942;http://www.opengis.net/def/crs/EPSG/0/26942
NAD83 / California zone 3 (EPSG:26943);EPSG:26943;http://www.opengis.net/def/crs/EPSG/0/26943
NAD83 / California zone 4 (EPSG:26944);EPSG:26944;http://www.opengis.net/def/crs/EPSG/0/26944
NAD83 / California zone 5 (EPSG:26945);EPSG:26945;http://www.opengis.net/def/crs/EPSG/0/26945
NAD83 / California zone 6 (EPSG:26946);EPSG:26946;http://www.opengis.net/def/crs/EPSG/0/26946
NAD83 / Arizona East (EPSG:26948);EPSG:26948;http://www.opengis.net/def/crs/EPSG/0/26948
NAD83 / Arizona Central (EPSG:26949);EPSG:26949;http://www.opengis.net/def/crs/EPSG/0/26949
Pulkovo 1995 / 3-degree Gauss-Kruger zone 61 (EPSG:2695);EPSG:2695;http://www.opengis.net/def/crs/EPSG/0/2695
NAD83 / Arizona West (EPSG:26950);EPSG:26950;http://www.opengis.net/def/crs/EPSG/0/26950
NAD83 / Arkansas North (EPSG:26951);EPSG:26951;http://www.opengis.net/def/crs/EPSG/0/26951
NAD83 / Arkansas South (EPSG:26952);EPSG:26952;http://www.opengis.net/def/crs/EPSG/0/26952
NAD83 / Colorado North (EPSG:26953);EPSG:26953;http://www.opengis.net/def/crs/EPSG/0/26953
NAD83 / Colorado Central (EPSG:26954);EPSG:26954;http://www.opengis.net/def/crs/EPSG/0/26954
NAD83 / Colorado South (EPSG:26955);EPSG:26955;http://www.opengis.net/def/crs/EPSG/0/26955
NAD83 / Connecticut (EPSG:26956);EPSG:26956;http://www.opengis.net/def/crs/EPSG/0/26956
NAD83 / Delaware (EPSG:26957);EPSG:26957;http://www.opengis.net/def/crs/EPSG/0/26957
NAD83 / Florida East (EPSG:26958);EPSG:26958;http://www.opengis.net/def/crs/EPSG/0/26958
NAD83 / Florida West (EPSG:26959);EPSG:26959;http://www.opengis.net/def/crs/EPSG/0/26959
Pulkovo 1995 / 3-degree Gauss-Kruger zone 62 (EPSG:2696);EPSG:2696;http://www.opengis.net/def/crs/EPSG/0/2696
NAD83 / Florida North (EPSG:26960);EPSG:26960;http://www.opengis.net/def/crs/EPSG/0/26960
NAD83 / Hawaii zone 1 (EPSG:26961);EPSG:26961;http://www.opengis.net/def/crs/EPSG/0/26961
NAD83 / Hawaii zone 2 (EPSG:26962);EPSG:26962;http://www.opengis.net/def/crs/EPSG/0/26962
NAD83 / Hawaii zone 3 (EPSG:26963);EPSG:26963;http://www.opengis.net/def/crs/EPSG/0/26963
NAD83 / Hawaii zone 4 (EPSG:26964);EPSG:26964;http://www.opengis.net/def/crs/EPSG/0/26964
NAD83 / Hawaii zone 5 (EPSG:26965);EPSG:26965;http://www.opengis.net/def/crs/EPSG/0/26965
NAD83 / Georgia East (EPSG:26966);EPSG:26966;http://www.opengis.net/def/crs/EPSG/0/26966
NAD83 / Georgia West (EPSG:26967);EPSG:26967;http://www.opengis.net/def/crs/EPSG/0/26967
NAD83 / Idaho East (EPSG:26968);EPSG:26968;http://www.opengis.net/def/crs/EPSG/0/26968
NAD83 / Idaho Central (EPSG:26969);EPSG:26969;http://www.opengis.net/def/crs/EPSG/0/26969
Pulkovo 1995 / 3-degree Gauss-Kruger zone 63 (EPSG:2697);EPSG:2697;http://www.opengis.net/def/crs/EPSG/0/2697
NAD83 / Idaho West (EPSG:26970);EPSG:26970;http://www.opengis.net/def/crs/EPSG/0/26970
NAD83 / Illinois East (EPSG:26971);EPSG:26971;http://www.opengis.net/def/crs/EPSG/0/26971
NAD83 / Illinois West (EPSG:26972);EPSG:26972;http://www.opengis.net/def/crs/EPSG/0/26972
NAD83 / Indiana East (EPSG:26973);EPSG:26973;http://www.opengis.net/def/crs/EPSG/0/26973
NAD83 / Indiana West (EPSG:26974);EPSG:26974;http://www.opengis.net/def/crs/EPSG/0/26974
NAD83 / Iowa North (EPSG:26975);EPSG:26975;http://www.opengis.net/def/crs/EPSG/0/26975
NAD83 / Iowa South (EPSG:26976);EPSG:26976;http://www.opengis.net/def/crs/EPSG/0/26976
NAD83 / Kansas North (EPSG:26977);EPSG:26977;http://www.opengis.net/def/crs/EPSG/0/26977
NAD83 / Kansas South (EPSG:26978);EPSG:26978;http://www.opengis.net/def/crs/EPSG/0/26978
NAD83 / Kentucky North (EPSG:26979);EPSG:26979;http://www.opengis.net/def/crs/EPSG/0/26979
Pulkovo 1995 / 3-degree Gauss-Kruger zone 64 (EPSG:2698);EPSG:2698;http://www.opengis.net/def/crs/EPSG/0/2698
NAD83 / Kentucky South (EPSG:26980);EPSG:26980;http://www.opengis.net/def/crs/EPSG/0/26980
NAD83 / Louisiana North (EPSG:26981);EPSG:26981;http://www.opengis.net/def/crs/EPSG/0/26981
NAD83 / Louisiana South (EPSG:26982);EPSG:26982;http://www.opengis.net/def/crs/EPSG/0/26982
NAD83 / Maine East (EPSG:26983);EPSG:26983;http://www.opengis.net/def/crs/EPSG/0/26983
NAD83 / Maine West (EPSG:26984);EPSG:26984;http://www.opengis.net/def/crs/EPSG/0/26984
NAD83 / Maryland (EPSG:26985);EPSG:26985;http://www.opengis.net/def/crs/EPSG/0/26985
NAD83 / Massachusetts Mainland (EPSG:26986);EPSG:26986;http://www.opengis.net/def/crs/EPSG/0/26986
NAD83 / Massachusetts Island (EPSG:26987);EPSG:26987;http://www.opengis.net/def/crs/EPSG/0/26987
NAD83 / Michigan North (EPSG:26988);EPSG:26988;http://www.opengis.net/def/crs/EPSG/0/26988
NAD83 / Michigan Central (EPSG:26989);EPSG:26989;http://www.opengis.net/def/crs/EPSG/0/26989
Pulkovo 1995 / 3-degree Gauss-Kruger CM 21E (EPSG:2699);EPSG:2699;http://www.opengis.net/def/crs/EPSG/0/2699
NAD83 / Michigan South (EPSG:26990);EPSG:26990;http://www.opengis.net/def/crs/EPSG/0/26990
NAD83 / Minnesota North (EPSG:26991);EPSG:26991;http://www.opengis.net/def/crs/EPSG/0/26991
NAD83 / Minnesota Central (EPSG:26992);EPSG:26992;http://www.opengis.net/def/crs/EPSG/0/26992
NAD83 / Minnesota South (EPSG:26993);EPSG:26993;http://www.opengis.net/def/crs/EPSG/0/26993
NAD83 / Mississippi East (EPSG:26994);EPSG:26994;http://www.opengis.net/def/crs/EPSG/0/26994
NAD83 / Mississippi West (EPSG:26995);EPSG:26995;http://www.opengis.net/def/crs/EPSG/0/26995
NAD83 / Missouri East (EPSG:26996);EPSG:26996;http://www.opengis.net/def/crs/EPSG/0/26996
NAD83 / Missouri Central (EPSG:26997);EPSG:26997;http://www.opengis.net/def/crs/EPSG/0/26997
NAD83 / Missouri West (EPSG:26998);EPSG:26998;http://www.opengis.net/def/crs/EPSG/0/26998
Pulkovo 1995 / 3-degree Gauss-Kruger CM 24E (EPSG:2700);EPSG:2700;http://www.opengis.net/def/crs/EPSG/0/2700
Pulkovo 1995 / 3-degree Gauss-Kruger CM 27E (EPSG:2701);EPSG:2701;http://www.opengis.net/def/crs/EPSG/0/2701
Pulkovo 1995 / 3-degree Gauss-Kruger CM 30E (EPSG:2702);EPSG:2702;http://www.opengis.net/def/crs/EPSG/0/2702
Pulkovo 1995 / 3-degree Gauss-Kruger CM 33E (EPSG:2703);EPSG:2703;http://www.opengis.net/def/crs/EPSG/0/2703
Nahrwan 1967 / UTM zone 37N (EPSG:27037);EPSG:27037;http://www.opengis.net/def/crs/EPSG/0/27037
Nahrwan 1967 / UTM zone 38N (EPSG:27038);EPSG:27038;http://www.opengis.net/def/crs/EPSG/0/27038
Nahrwan 1967 / UTM zone 39N (EPSG:27039);EPSG:27039;http://www.opengis.net/def/crs/EPSG/0/27039
Pulkovo 1995 / 3-degree Gauss-Kruger CM 36E (EPSG:2704);EPSG:2704;http://www.opengis.net/def/crs/EPSG/0/2704
Nahrwan 1967 / UTM zone 40N (EPSG:27040);EPSG:27040;http://www.opengis.net/def/crs/EPSG/0/27040
Pulkovo 1995 / 3-degree Gauss-Kruger CM 39E (EPSG:2705);EPSG:2705;http://www.opengis.net/def/crs/EPSG/0/2705
Pulkovo 1995 / 3-degree Gauss-Kruger CM 42E (EPSG:2706);EPSG:2706;http://www.opengis.net/def/crs/EPSG/0/2706
Pulkovo 1995 / 3-degree Gauss-Kruger CM 45E (EPSG:2707);EPSG:2707;http://www.opengis.net/def/crs/EPSG/0/2707
Pulkovo 1995 / 3-degree Gauss-Kruger CM 48E (EPSG:2708);EPSG:2708;http://www.opengis.net/def/crs/EPSG/0/2708
Pulkovo 1995 / 3-degree Gauss-Kruger CM 51E (EPSG:2709);EPSG:2709;http://www.opengis.net/def/crs/EPSG/0/2709
Pulkovo 1995 / 3-degree Gauss-Kruger CM 54E (EPSG:2710);EPSG:2710;http://www.opengis.net/def/crs/EPSG/0/2710
Pulkovo 1995 / 3-degree Gauss-Kruger CM 57E (EPSG:2711);EPSG:2711;http://www.opengis.net/def/crs/EPSG/0/2711
Pulkovo 1995 / 3-degree Gauss-Kruger CM 60E (EPSG:2712);EPSG:2712;http://www.opengis.net/def/crs/EPSG/0/2712
Naparima 1972 / UTM zone 20N (EPSG:27120);EPSG:27120;http://www.opengis.net/def/crs/EPSG/0/27120
Pulkovo 1995 / 3-degree Gauss-Kruger CM 63E (EPSG:2713);EPSG:2713;http://www.opengis.net/def/crs/EPSG/0/2713
Pulkovo 1995 / 3-degree Gauss-Kruger CM 66E (EPSG:2714);EPSG:2714;http://www.opengis.net/def/crs/EPSG/0/2714
Pulkovo 1995 / 3-degree Gauss-Kruger CM 69E (EPSG:2715);EPSG:2715;http://www.opengis.net/def/crs/EPSG/0/2715
Pulkovo 1995 / 3-degree Gauss-Kruger CM 72E (EPSG:2716);EPSG:2716;http://www.opengis.net/def/crs/EPSG/0/2716
Pulkovo 1995 / 3-degree Gauss-Kruger CM 75E (EPSG:2717);EPSG:2717;http://www.opengis.net/def/crs/EPSG/0/2717
Pulkovo 1995 / 3-degree Gauss-Kruger CM 78E (EPSG:2718);EPSG:2718;http://www.opengis.net/def/crs/EPSG/0/2718
Pulkovo 1995 / 3-degree Gauss-Kruger CM 81E (EPSG:2719);EPSG:2719;http://www.opengis.net/def/crs/EPSG/0/2719
Pulkovo 1995 / 3-degree Gauss-Kruger CM 84E (EPSG:2720);EPSG:2720;http://www.opengis.net/def/crs/EPSG/0/2720
NZGD49 / New Zealand Map Grid (EPSG:27200);EPSG:27200;http://www.opengis.net/def/crs/EPSG/0/27200
NZGD49 / Mount Eden Circuit (EPSG:27205);EPSG:27205;http://www.opengis.net/def/crs/EPSG/0/27205
NZGD49 / Bay of Plenty Circuit (EPSG:27206);EPSG:27206;http://www.opengis.net/def/crs/EPSG/0/27206
NZGD49 / Poverty Bay Circuit (EPSG:27207);EPSG:27207;http://www.opengis.net/def/crs/EPSG/0/27207
NZGD49 / Hawkes Bay Circuit (EPSG:27208);EPSG:27208;http://www.opengis.net/def/crs/EPSG/0/27208
NZGD49 / Taranaki Circuit (EPSG:27209);EPSG:27209;http://www.opengis.net/def/crs/EPSG/0/27209
Pulkovo 1995 / 3-degree Gauss-Kruger CM 87E (EPSG:2721);EPSG:2721;http://www.opengis.net/def/crs/EPSG/0/2721
NZGD49 / Tuhirangi Circuit (EPSG:27210);EPSG:27210;http://www.opengis.net/def/crs/EPSG/0/27210
NZGD49 / Wanganui Circuit (EPSG:27211);EPSG:27211;http://www.opengis.net/def/crs/EPSG/0/27211
NZGD49 / Wairarapa Circuit (EPSG:27212);EPSG:27212;http://www.opengis.net/def/crs/EPSG/0/27212
NZGD49 / Wellington Circuit (EPSG:27213);EPSG:27213;http://www.opengis.net/def/crs/EPSG/0/27213
NZGD49 / Collingwood Circuit (EPSG:27214);EPSG:27214;http://www.opengis.net/def/crs/EPSG/0/27214
NZGD49 / Nelson Circuit (EPSG:27215);EPSG:27215;http://www.opengis.net/def/crs/EPSG/0/27215
NZGD49 / Karamea Circuit (EPSG:27216);EPSG:27216;http://www.opengis.net/def/crs/EPSG/0/27216
NZGD49 / Buller Circuit (EPSG:27217);EPSG:27217;http://www.opengis.net/def/crs/EPSG/0/27217
NZGD49 / Grey Circuit (EPSG:27218);EPSG:27218;http://www.opengis.net/def/crs/EPSG/0/27218
NZGD49 / Amuri Circuit (EPSG:27219);EPSG:27219;http://www.opengis.net/def/crs/EPSG/0/27219
Pulkovo 1995 / 3-degree Gauss-Kruger CM 90E (EPSG:2722);EPSG:2722;http://www.opengis.net/def/crs/EPSG/0/2722
NZGD49 / Marlborough Circuit (EPSG:27220);EPSG:27220;http://www.opengis.net/def/crs/EPSG/0/27220
NZGD49 / Hokitika Circuit (EPSG:27221);EPSG:27221;http://www.opengis.net/def/crs/EPSG/0/27221
NZGD49 / Okarito Circuit (EPSG:27222);EPSG:27222;http://www.opengis.net/def/crs/EPSG/0/27222
NZGD49 / Jacksons Bay Circuit (EPSG:27223);EPSG:27223;http://www.opengis.net/def/crs/EPSG/0/27223
NZGD49 / Mount Pleasant Circuit (EPSG:27224);EPSG:27224;http://www.opengis.net/def/crs/EPSG/0/27224
NZGD49 / Gawler Circuit (EPSG:27225);EPSG:27225;http://www.opengis.net/def/crs/EPSG/0/27225
NZGD49 / Timaru Circuit (EPSG:27226);EPSG:27226;http://www.opengis.net/def/crs/EPSG/0/27226
NZGD49 / Lindis Peak Circuit (EPSG:27227);EPSG:27227;http://www.opengis.net/def/crs/EPSG/0/27227
NZGD49 / Mount Nicholas Circuit (EPSG:27228);EPSG:27228;http://www.opengis.net/def/crs/EPSG/0/27228
NZGD49 / Mount York Circuit (EPSG:27229);EPSG:27229;http://www.opengis.net/def/crs/EPSG/0/27229
Pulkovo 1995 / 3-degree Gauss-Kruger CM 93E (EPSG:2723);EPSG:2723;http://www.opengis.net/def/crs/EPSG/0/2723
NZGD49 / Observation Point Circuit (EPSG:27230);EPSG:27230;http://www.opengis.net/def/crs/EPSG/0/27230
NZGD49 / North Taieri Circuit (EPSG:27231);EPSG:27231;http://www.opengis.net/def/crs/EPSG/0/27231
NZGD49 / Bluff Circuit (EPSG:27232);EPSG:27232;http://www.opengis.net/def/crs/EPSG/0/27232
Pulkovo 1995 / 3-degree Gauss-Kruger CM 96E (EPSG:2724);EPSG:2724;http://www.opengis.net/def/crs/EPSG/0/2724
Pulkovo 1995 / 3-degree Gauss-Kruger CM 99E (EPSG:2725);EPSG:2725;http://www.opengis.net/def/crs/EPSG/0/2725
NZGD49 / UTM zone 58S (EPSG:27258);EPSG:27258;http://www.opengis.net/def/crs/EPSG/0/27258
NZGD49 / UTM zone 59S (EPSG:27259);EPSG:27259;http://www.opengis.net/def/crs/EPSG/0/27259
Pulkovo 1995 / 3-degree Gauss-Kruger CM 102E (EPSG:2726);EPSG:2726;http://www.opengis.net/def/crs/EPSG/0/2726
NZGD49 / UTM zone 60S (EPSG:27260);EPSG:27260;http://www.opengis.net/def/crs/EPSG/0/27260
Pulkovo 1995 / 3-degree Gauss-Kruger CM 105E (EPSG:2727);EPSG:2727;http://www.opengis.net/def/crs/EPSG/0/2727
Pulkovo 1995 / 3-degree Gauss-Kruger CM 108E (EPSG:2728);EPSG:2728;http://www.opengis.net/def/crs/EPSG/0/2728
Pulkovo 1995 / 3-degree Gauss-Kruger CM 111E (EPSG:2729);EPSG:2729;http://www.opengis.net/def/crs/EPSG/0/2729
NZGD49 / North Island Grid (EPSG:27291);EPSG:27291;http://www.opengis.net/def/crs/EPSG/0/27291
NZGD49 / South Island Grid (EPSG:27292);EPSG:27292;http://www.opengis.net/def/crs/EPSG/0/27292
Pulkovo 1995 / 3-degree Gauss-Kruger CM 114E (EPSG:2730);EPSG:2730;http://www.opengis.net/def/crs/EPSG/0/2730
Pulkovo 1995 / 3-degree Gauss-Kruger CM 117E (EPSG:2731);EPSG:2731;http://www.opengis.net/def/crs/EPSG/0/2731
Pulkovo 1995 / 3-degree Gauss-Kruger CM 120E (EPSG:2732);EPSG:2732;http://www.opengis.net/def/crs/EPSG/0/2732
Pulkovo 1995 / 3-degree Gauss-Kruger CM 123E (EPSG:2733);EPSG:2733;http://www.opengis.net/def/crs/EPSG/0/2733
Pulkovo 1995 / 3-degree Gauss-Kruger CM 126E (EPSG:2734);EPSG:2734;http://www.opengis.net/def/crs/EPSG/0/2734
Pulkovo 1995 / 3-degree Gauss-Kruger CM 129E (EPSG:2735);EPSG:2735;http://www.opengis.net/def/crs/EPSG/0/2735
Tete / UTM zone 36S (EPSG:2736);EPSG:2736;http://www.opengis.net/def/crs/EPSG/0/2736
Tete / UTM zone 37S (EPSG:2737);EPSG:2737;http://www.opengis.net/def/crs/EPSG/0/2737
Pulkovo 1995 / 3-degree Gauss-Kruger CM 132E (EPSG:2738);EPSG:2738;http://www.opengis.net/def/crs/EPSG/0/2738
Pulkovo 1995 / 3-degree Gauss-Kruger CM 135E (EPSG:2739);EPSG:2739;http://www.opengis.net/def/crs/EPSG/0/2739
NGO 1948 (Oslo) / NGO zone I (EPSG:27391);EPSG:27391;http://www.opengis.net/def/crs/EPSG/0/27391
NGO 1948 (Oslo) / NGO zone II (EPSG:27392);EPSG:27392;http://www.opengis.net/def/crs/EPSG/0/27392
NGO 1948 (Oslo) / NGO zone III (EPSG:27393);EPSG:27393;http://www.opengis.net/def/crs/EPSG/0/27393
NGO 1948 (Oslo) / NGO zone IV (EPSG:27394);EPSG:27394;http://www.opengis.net/def/crs/EPSG/0/27394
NGO 1948 (Oslo) / NGO zone V (EPSG:27395);EPSG:27395;http://www.opengis.net/def/crs/EPSG/0/27395
NGO 1948 (Oslo) / NGO zone VI (EPSG:27396);EPSG:27396;http://www.opengis.net/def/crs/EPSG/0/27396
NGO 1948 (Oslo) / NGO zone VII (EPSG:27397);EPSG:27397;http://www.opengis.net/def/crs/EPSG/0/27397
NGO 1948 (Oslo) / NGO zone VIII (EPSG:27398);EPSG:27398;http://www.opengis.net/def/crs/EPSG/0/27398
Pulkovo 1995 / 3-degree Gauss-Kruger CM 138E (EPSG:2740);EPSG:2740;http://www.opengis.net/def/crs/EPSG/0/2740
Pulkovo 1995 / 3-degree Gauss-Kruger CM 141E (EPSG:2741);EPSG:2741;http://www.opengis.net/def/crs/EPSG/0/2741
Pulkovo 1995 / 3-degree Gauss-Kruger CM 144E (EPSG:2742);EPSG:2742;http://www.opengis.net/def/crs/EPSG/0/2742
Datum 73 / UTM zone 29N (EPSG:27429);EPSG:27429;http://www.opengis.net/def/crs/EPSG/0/27429
Pulkovo 1995 / 3-degree Gauss-Kruger CM 147E (EPSG:2743);EPSG:2743;http://www.opengis.net/def/crs/EPSG/0/2743
Pulkovo 1995 / 3-degree Gauss-Kruger CM 150E (EPSG:2744);EPSG:2744;http://www.opengis.net/def/crs/EPSG/0/2744
Pulkovo 1995 / 3-degree Gauss-Kruger CM 153E (EPSG:2745);EPSG:2745;http://www.opengis.net/def/crs/EPSG/0/2745
Pulkovo 1995 / 3-degree Gauss-Kruger CM 156E (EPSG:2746);EPSG:2746;http://www.opengis.net/def/crs/EPSG/0/2746
Pulkovo 1995 / 3-degree Gauss-Kruger CM 159E (EPSG:2747);EPSG:2747;http://www.opengis.net/def/crs/EPSG/0/2747
Pulkovo 1995 / 3-degree Gauss-Kruger CM 162E (EPSG:2748);EPSG:2748;http://www.opengis.net/def/crs/EPSG/0/2748
Pulkovo 1995 / 3-degree Gauss-Kruger CM 165E (EPSG:2749);EPSG:2749;http://www.opengis.net/def/crs/EPSG/0/2749
Datum 73 / Modified Portuguese Grid (EPSG:27492);EPSG:27492;http://www.opengis.net/def/crs/EPSG/0/27492
Datum 73 / Modified Portuguese Grid (EPSG:27493);EPSG:27493;http://www.opengis.net/def/crs/EPSG/0/27493
Pulkovo 1995 / 3-degree Gauss-Kruger CM 168E (EPSG:2750);EPSG:2750;http://www.opengis.net/def/crs/EPSG/0/2750
ATF (Paris) / Nord de Guerre (EPSG:27500);EPSG:27500;http://www.opengis.net/def/crs/EPSG/0/27500
Pulkovo 1995 / 3-degree Gauss-Kruger CM 171E (EPSG:2751);EPSG:2751;http://www.opengis.net/def/crs/EPSG/0/2751
Pulkovo 1995 / 3-degree Gauss-Kruger CM 174E (EPSG:2752);EPSG:2752;http://www.opengis.net/def/crs/EPSG/0/2752
Pulkovo 1995 / 3-degree Gauss-Kruger CM 177E (EPSG:2753);EPSG:2753;http://www.opengis.net/def/crs/EPSG/0/2753
Pulkovo 1995 / 3-degree Gauss-Kruger CM 180E (EPSG:2754);EPSG:2754;http://www.opengis.net/def/crs/EPSG/0/2754
Pulkovo 1995 / 3-degree Gauss-Kruger CM 177W (EPSG:2755);EPSG:2755;http://www.opengis.net/def/crs/EPSG/0/2755
Pulkovo 1995 / 3-degree Gauss-Kruger CM 174W (EPSG:2756);EPSG:2756;http://www.opengis.net/def/crs/EPSG/0/2756
NTF (Paris) / Lambert Nord France (EPSG:27561);EPSG:27561;http://www.opengis.net/def/crs/EPSG/0/27561
NTF (Paris) / Lambert Centre France (EPSG:27562);EPSG:27562;http://www.opengis.net/def/crs/EPSG/0/27562
NTF (Paris) / Lambert Sud France (EPSG:27563);EPSG:27563;http://www.opengis.net/def/crs/EPSG/0/27563
NTF (Paris) / Lambert Corse (EPSG:27564);EPSG:27564;http://www.opengis.net/def/crs/EPSG/0/27564
Pulkovo 1995 / 3-degree Gauss-Kruger CM 171W (EPSG:2757);EPSG:2757;http://www.opengis.net/def/crs/EPSG/0/2757
NTF (Paris) / Lambert zone I (EPSG:27571);EPSG:27571;http://www.opengis.net/def/crs/EPSG/0/27571
NTF (Paris) / Lambert zone II (EPSG:27572);EPSG:27572;http://www.opengis.net/def/crs/EPSG/0/27572
NTF (Paris) / Lambert zone III (EPSG:27573);EPSG:27573;http://www.opengis.net/def/crs/EPSG/0/27573
NTF (Paris) / Lambert zone IV (EPSG:27574);EPSG:27574;http://www.opengis.net/def/crs/EPSG/0/27574
Pulkovo 1995 / 3-degree Gauss-Kruger CM 168W (EPSG:2758);EPSG:2758;http://www.opengis.net/def/crs/EPSG/0/2758
NTF (Paris) / France I (EPSG:27581);EPSG:27581;http://www.opengis.net/def/crs/EPSG/0/27581
NTF (Paris) / France II (EPSG:27582);EPSG:27582;http://www.opengis.net/def/crs/EPSG/0/27582
NTF (Paris) / France III (EPSG:27583);EPSG:27583;http://www.opengis.net/def/crs/EPSG/0/27583
NTF (Paris) / France IV (EPSG:27584);EPSG:27584;http://www.opengis.net/def/crs/EPSG/0/27584
NAD83(HARN) / Alabama East (EPSG:2759);EPSG:2759;http://www.opengis.net/def/crs/EPSG/0/2759
NTF (Paris) / Nord France (EPSG:27591);EPSG:27591;http://www.opengis.net/def/crs/EPSG/0/27591
NTF (Paris) / Centre France (EPSG:27592);EPSG:27592;http://www.opengis.net/def/crs/EPSG/0/27592
NTF (Paris) / Sud France (EPSG:27593);EPSG:27593;http://www.opengis.net/def/crs/EPSG/0/27593
NTF (Paris) / Corse (EPSG:27594);EPSG:27594;http://www.opengis.net/def/crs/EPSG/0/27594
NAD83(HARN) / Alabama West (EPSG:2760);EPSG:2760;http://www.opengis.net/def/crs/EPSG/0/2760
NAD83(HARN) / Arizona East (EPSG:2761);EPSG:2761;http://www.opengis.net/def/crs/EPSG/0/2761
NAD83(HARN) / Arizona Central (EPSG:2762);EPSG:2762;http://www.opengis.net/def/crs/EPSG/0/2762
NAD83(HARN) / Arizona West (EPSG:2763);EPSG:2763;http://www.opengis.net/def/crs/EPSG/0/2763
NAD83(HARN) / Arkansas North (EPSG:2764);EPSG:2764;http://www.opengis.net/def/crs/EPSG/0/2764
NAD83(HARN) / Arkansas South (EPSG:2765);EPSG:2765;http://www.opengis.net/def/crs/EPSG/0/2765
NAD83(HARN) / California zone 1 (EPSG:2766);EPSG:2766;http://www.opengis.net/def/crs/EPSG/0/2766
NAD83(HARN) / California zone 2 (EPSG:2767);EPSG:2767;http://www.opengis.net/def/crs/EPSG/0/2767
NAD83(HARN) / California zone 3 (EPSG:2768);EPSG:2768;http://www.opengis.net/def/crs/EPSG/0/2768
NAD83(HARN) / California zone 4 (EPSG:2769);EPSG:2769;http://www.opengis.net/def/crs/EPSG/0/2769
NAD83(HARN) / California zone 5 (EPSG:2770);EPSG:2770;http://www.opengis.net/def/crs/EPSG/0/2770
OSGB 1936 / British National Grid (EPSG:27700);EPSG:27700;http://www.opengis.net/def/crs/EPSG/0/27700
NAD83(HARN) / California zone 6 (EPSG:2771);EPSG:2771;http://www.opengis.net/def/crs/EPSG/0/2771
NAD83(HARN) / Colorado North (EPSG:2772);EPSG:2772;http://www.opengis.net/def/crs/EPSG/0/2772
NAD83(HARN) / Colorado Central (EPSG:2773);EPSG:2773;http://www.opengis.net/def/crs/EPSG/0/2773
NAD83(HARN) / Colorado South (EPSG:2774);EPSG:2774;http://www.opengis.net/def/crs/EPSG/0/2774
NAD83(HARN) / Connecticut (EPSG:2775);EPSG:2775;http://www.opengis.net/def/crs/EPSG/0/2775
NAD83(HARN) / Delaware (EPSG:2776);EPSG:2776;http://www.opengis.net/def/crs/EPSG/0/2776
NAD83(HARN) / Florida East (EPSG:2777);EPSG:2777;http://www.opengis.net/def/crs/EPSG/0/2777
